complaint_id,category,subcategory,description,incident_date,date_reported,district,district_code,area,pincode,user_address,status,resolution_time,severity
7911,Electricity Issue,Power Outage,"As a shop owner in Muzaffarnagar, my business is suffering due to frequent power cuts. The inverters don’t last this long, and customers are leaving frustrated. Even after assurances from the authorities, nothing has changed.",2015-11-20,2015-12-12,Muzaffarnagar,UP19,Area 3,204742,"179, Main Street, Area 3, Muzaffarnagar, 204742",Resolved,49.0,Low
7912,Electricity Issue,Billing Issue,"I live in Basti, and the power cuts here are unbearable! We barely get electricity for 6-7 hours a day. How are students supposed to study or people supposed to work from home? We demand an immediate resolution before things get worse.",2018-08-11,2018-10-08,Basti,UP20,Area 4,289176,"146, Colony Road, Area 4, Basti, 289176",Pending,,Medium
7913,Electricity Issue,Power Outage,"As a shop owner in Bareilly, my business is suffering due to frequent power cuts. The inverters don’t last this long, and customers are leaving frustrated. Children and elderly people are severely affected due to this issue.",2014-05-23,2014-07-28,Bareilly,UP08,Area 4,288641,"54, Colony Road, Area 4, Bareilly, 288641",In Progress,,Medium
7914,Public Transport,Fare Overcharging,"I missed an important job interview because the bus from Lucknow to the city was canceled last minute. We need better transport reliability! The local news channel even covered this issue, yet no action.",2018-07-07,2018-09-19,Lucknow,UP01,Area 4,262288,"129, Main Street, Area 4, Lucknow, 262288",Resolved,45.0,Low
7915,Corruption,Land Registration Scam,"In Saharanpur, government ration shops are engaging in fraud. Despite my eligibility, I am denied food grains unless I ‘tip’ the shopkeeper. Other residents in my locality are also facing similar issues.",2017-04-05,2017-08-22,Saharanpur,UP16,Area 1,227589,"161, Colony Road, Area 1, Saharanpur, 227589",Pending,,Low
7916,Road Maintenance,Road Safety Issues,"I commute daily in Ghaziabad, and the potholes are so huge that riding a bike is risky. My friend met with an accident last week due to this! Even after assurances from the authorities, nothing has changed.",2018-11-17,2019-02-21,Ghaziabad,UP11,Area 1,263022,"155, Colony Road, Area 1, Ghaziabad, 263022",Resolved,37.0,Medium
7917,Electricity Issue,Power Outage,"I live in Basti, and the power cuts here are unbearable! We barely get electricity for 6-7 hours a day. How are students supposed to study or people supposed to work from home? Children and elderly people are severely affected due to this issue.",2018-12-03,2019-01-30,Basti,UP20,Area 5,229916,"5, Main Street, Area 5, Basti, 229916",Pending,,Low
7918,Corruption,Bribery,I had to pay a bribe of ₹2000 to get my land documents processed in Varanasi. Why should honest citizens have to pay extra just to get their rights? People have started protesting due to this persistent problem.,2022-01-20,2022-06-05,Varanasi,UP03,Area 5,223006,"9, Bazaar Road, Area 5, Varanasi, 223006",Resolved,56.0,Medium
7919,Corruption,Land Registration Scam,"In Muzaffarnagar, government ration shops are engaging in fraud. Despite my eligibility, I am denied food grains unless I ‘tip’ the shopkeeper. People have started protesting due to this persistent problem.",2015-01-17,2015-06-24,Muzaffarnagar,UP19,Area 2,291844,"180, Colony Road, Area 2, Muzaffarnagar, 291844",Pending,,Low
7920,Public Transport,Poor Bus Condition,"As a college student in Firozabad, I struggle daily because of irregular metro services. We are forced to take expensive auto-rickshaws instead. The local authorities visited once but didn't resolve the issue.",2016-09-22,2016-11-09,Firozabad,UP15,Area 4,213606,"45, Main Street, Area 4, Firozabad, 213606",Pending,,Medium
7921,Public Transport,Fare Overcharging,I missed an important job interview because the bus from Ghaziabad to the city was canceled last minute. We need better transport reliability! We demand an immediate resolution before things get worse.,2020-02-28,2020-03-14,Ghaziabad,UP11,Area 2,267984,"6, Main Street, Area 2, Ghaziabad, 267984",Pending,,High
7922,Crime,Robbery,"There have been multiple thefts in our colony in Allahabad in the last month. People are scared, and yet there is no police patrolling. The local authorities visited once but didn't resolve the issue.",2023-04-10,2023-06-19,Allahabad,UP04,Area 2,270633,"145, Bazaar Road, Area 2, Allahabad, 270633",In Progress,,High
7923,Electricity Issue,Billing Issue,"In Gorakhpur, we have constant voltage fluctuations. My refrigerator and TV got damaged due to this, and no one from the electricity board is responding to our complaints. The local news channel even covered this issue, yet no action.",2022-02-19,2022-05-01,Gorakhpur,UP05,Area 1,237315,"121, Colony Road, Area 1, Gorakhpur, 237315",Resolved,12.0,Low
7924,Electricity Issue,Meter Fault,"In Jhansi, we have constant voltage fluctuations. My refrigerator and TV got damaged due to this, and no one from the electricity board is responding to our complaints. This problem has been ongoing for months with no proper solution.",2018-09-19,2018-12-08,Jhansi,UP09,Area 5,232458,"126, Bazaar Road, Area 5, Jhansi, 232458",Resolved,4.0,High
7925,Public Transport,Fare Overcharging,"Public buses in Firozabad are always overcrowded. As a woman, I feel unsafe traveling during peak hours. Why can’t there be more frequent buses? The situation is worsening each day, and we need urgent help.",2020-12-28,2021-05-10,Firozabad,UP15,Area 2,255180,"120, Colony Road, Area 2, Firozabad, 255180",In Progress,,High
7926,Crime,Cyber Crime,Chain snatching is increasing in Moradabad. My mother was robbed in broad daylight outside a crowded market! The police took the complaint but haven't taken any action. Other residents in my locality are also facing similar issues.,2024-04-14,2024-06-27,Moradabad,UP13,Area 3,269756,"65, Colony Road, Area 3, Moradabad, 269756",Resolved,41.0,Low
7927,Crime,Robbery,"There have been multiple thefts in our colony in Saharanpur in the last month. People are scared, and yet there is no police patrolling. The situation is worsening each day, and we need urgent help.",2017-03-07,2017-05-01,Saharanpur,UP16,Area 2,283915,"68, Colony Road, Area 2, Saharanpur, 283915",Resolved,58.0,High
7928,Electricity Issue,Billing Issue,"In Aligarh, we have constant voltage fluctuations. My refrigerator and TV got damaged due to this, and no one from the electricity board is responding to our complaints. We demand an immediate resolution before things get worse.",2022-03-06,2022-08-26,Aligarh,UP12,Area 1,266562,"121, Colony Road, Area 1, Aligarh, 266562",Pending,,High
7929,Corruption,Favoritism in Govt Services,"In Meerut, government ration shops are engaging in fraud. Despite my eligibility, I am denied food grains unless I ‘tip’ the shopkeeper. The local news channel even covered this issue, yet no action.",2022-08-17,2022-10-21,Meerut,UP07,Area 5,240976,"56, Main Street, Area 5, Meerut, 240976",Resolved,42.0,Low
7930,Corruption,Favoritism in Govt Services,"In Moradabad, government ration shops are engaging in fraud. Despite my eligibility, I am denied food grains unless I ‘tip’ the shopkeeper. Even after assurances from the authorities, nothing has changed.",2014-09-29,2014-10-15,Moradabad,UP13,Area 2,284787,"179, Colony Road, Area 2, Moradabad, 284787",Pending,,Low
7931,Electricity Issue,Meter Fault,"I live in Agra, and the power cuts here are unbearable! We barely get electricity for 6-7 hours a day. How are students supposed to study or people supposed to work from home? Children and elderly people are severely affected due to this issue.",2020-06-30,2020-07-31,Agra,UP06,Area 1,248162,"79, Main Street, Area 1, Agra, 248162",Resolved,40.0,Medium
7932,Public Transport,Irregular Metro Services,"As a college student in Gorakhpur, I struggle daily because of irregular metro services. We are forced to take expensive auto-rickshaws instead. Even after assurances from the authorities, nothing has changed.",2023-12-04,2024-05-19,Gorakhpur,UP05,Area 2,255250,"85, Main Street, Area 2, Gorakhpur, 255250",In Progress,,Low
7933,Road Maintenance,Unfinished Roadwork,"The main road connecting our village to Rampur city is completely broken. Ambulances struggle to reach patients, and we have no other alternative route. We demand an immediate resolution before things get worse.",2017-04-19,2017-09-13,Rampur,UP18,Area 5,236495,"189, Bazaar Road, Area 5, Rampur, 236495",Pending,,Medium
7934,Road Maintenance,Blocked Drainage,"As a taxi driver in Rampur, my car’s suspension is completely damaged due to these bad roads. I’ve already spent thousands on repairs, but the roads are still the same. The situation is worsening each day, and we need urgent help.",2021-01-13,2021-01-24,Rampur,UP18,Area 2,239580,"72, Colony Road, Area 2, Rampur, 239580",Pending,,Medium
7935,Road Maintenance,Blocked Drainage,"As a taxi driver in Noida, my car’s suspension is completely damaged due to these bad roads. I’ve already spent thousands on repairs, but the roads are still the same. Children and elderly people are severely affected due to this issue.",2016-08-13,2016-10-18,Noida,UP10,Area 2,220667,"146, Bazaar Road, Area 2, Noida, 220667",In Progress,,Medium
7936,Corruption,Bribery,"As a contractor in Allahabad, I lost a project bid because the official favored another bidder who paid him off. Corruption is ruining opportunities for honest people! Other residents in my locality are also facing similar issues.",2017-09-17,2017-11-01,Allahabad,UP04,Area 2,256083,"138, Main Street, Area 2, Allahabad, 256083",In Progress,,High
7937,Road Maintenance,Potholes,"The main road connecting our village to Jhansi city is completely broken. Ambulances struggle to reach patients, and we have no other alternative route. We demand an immediate resolution before things get worse.",2020-11-16,2021-02-01,Jhansi,UP09,Area 5,292029,"15, Main Street, Area 5, Jhansi, 292029",Resolved,2.0,High
7938,Water Supply,Pipeline Leakage,"I am a resident of Kanpur, and the tap water here is yellowish and smells awful. My children have fallen sick multiple times due to this contamination. This problem has been ongoing for months with no proper solution.",2024-08-08,2025-01-01,Kanpur,UP02,Area 5,251003,"67, Bazaar Road, Area 5, Kanpur, 251003",In Progress,,Medium
7939,Public Transport,Overcrowded Buses,"As a college student in Agra, I struggle daily because of irregular metro services. We are forced to take expensive auto-rickshaws instead. Other residents in my locality are also facing similar issues.",2020-10-21,2021-03-07,Agra,UP06,Area 1,278470,"31, Colony Road, Area 1, Agra, 278470",Resolved,18.0,Low
7940,Crime,Cyber Crime,"Cyber fraud is rampant in Ghaziabad. My uncle lost ₹50,000 to an online scam, and the authorities are not doing enough to track these criminals. The local authorities visited once but didn't resolve the issue.",2022-08-15,2023-01-12,Ghaziabad,UP11,Area 3,211681,"140, Colony Road, Area 3, Ghaziabad, 211681",In Progress,,Medium
7941,Electricity Issue,Power Outage,"In Moradabad, we have constant voltage fluctuations. My refrigerator and TV got damaged due to this, and no one from the electricity board is responding to our complaints. Children and elderly people are severely affected due to this issue.",2024-07-10,2024-10-19,Moradabad,UP13,Area 2,234809,"102, Colony Road, Area 2, Moradabad, 234809",In Progress,,Low
7942,Road Maintenance,Unfinished Roadwork,"I commute daily in Allahabad, and the potholes are so huge that riding a bike is risky. My friend met with an accident last week due to this! Other residents in my locality are also facing similar issues.",2019-09-08,2020-03-03,Allahabad,UP04,Area 4,279640,"170, Bazaar Road, Area 4, Allahabad, 279640",In Progress,,High
7943,Road Maintenance,Unfinished Roadwork,"As a taxi driver in Aligarh, my car’s suspension is completely damaged due to these bad roads. I’ve already spent thousands on repairs, but the roads are still the same. Children and elderly people are severely affected due to this issue.",2020-07-21,2020-12-08,Aligarh,UP12,Area 4,214187,"177, Main Street, Area 4, Aligarh, 214187",Resolved,19.0,Medium
7944,Corruption,Bribery,I had to pay a bribe of ₹2000 to get my land documents processed in Gorakhpur. Why should honest citizens have to pay extra just to get their rights? The local authorities visited once but didn't resolve the issue.,2018-04-06,2018-09-03,Gorakhpur,UP05,Area 5,230340,"194, Bazaar Road, Area 5, Gorakhpur, 230340",In Progress,,Medium
7945,Public Transport,Fare Overcharging,"As a college student in Moradabad, I struggle daily because of irregular metro services. We are forced to take expensive auto-rickshaws instead. Children and elderly people are severely affected due to this issue.",2015-05-12,2015-10-13,Moradabad,UP13,Area 1,250266,"71, Colony Road, Area 1, Moradabad, 250266",In Progress,,Medium
7946,Water Supply,No Water Supply,"I am a resident of Agra, and the tap water here is yellowish and smells awful. My children have fallen sick multiple times due to this contamination. The local news channel even covered this issue, yet no action.",2018-04-30,2018-09-19,Agra,UP06,Area 1,266723,"144, Colony Road, Area 1, Agra, 266723",Resolved,28.0,Medium
7947,Crime,Chain Snatching,"There have been multiple thefts in our colony in Moradabad in the last month. People are scared, and yet there is no police patrolling. Even after assurances from the authorities, nothing has changed.",2022-12-12,2023-06-03,Moradabad,UP13,Area 3,203973,"144, Bazaar Road, Area 3, Moradabad, 203973",Pending,,Medium
7948,Crime,Robbery,"There have been multiple thefts in our colony in Muzaffarnagar in the last month. People are scared, and yet there is no police patrolling. This problem has been ongoing for months with no proper solution.",2017-03-03,2017-08-27,Muzaffarnagar,UP19,Area 5,227946,"133, Bazaar Road, Area 5, Muzaffarnagar, 227946",Pending,,High
7949,Public Transport,Overcrowded Buses,"As a college student in Ghaziabad, I struggle daily because of irregular metro services. We are forced to take expensive auto-rickshaws instead. The local authorities visited once but didn't resolve the issue.",2015-11-24,2016-04-09,Ghaziabad,UP11,Area 3,290567,"39, Bazaar Road, Area 3, Ghaziabad, 290567",In Progress,,Medium
7950,Public Transport,Poor Bus Condition,I missed an important job interview because the bus from Firozabad to the city was canceled last minute. We need better transport reliability! Other residents in my locality are also facing similar issues.,2016-10-01,2017-03-20,Firozabad,UP15,Area 3,267396,"179, Main Street, Area 3, Firozabad, 267396",Pending,,High
7951,Crime,Theft,"There have been multiple thefts in our colony in Muzaffarnagar in the last month. People are scared, and yet there is no police patrolling. Other residents in my locality are also facing similar issues.",2014-10-30,2015-04-09,Muzaffarnagar,UP19,Area 3,241212,"54, Colony Road, Area 3, Muzaffarnagar, 241212",In Progress,,Medium
7952,Public Transport,Irregular Metro Services,I missed an important job interview because the bus from Varanasi to the city was canceled last minute. We need better transport reliability! Children and elderly people are severely affected due to this issue.,2014-08-10,2014-10-25,Varanasi,UP03,Area 3,282791,"64, Main Street, Area 3, Varanasi, 282791",Pending,,Medium
7953,Public Transport,Irregular Metro Services,"I missed an important job interview because the bus from Allahabad to the city was canceled last minute. We need better transport reliability! The situation is worsening each day, and we need urgent help.",2017-08-23,2018-01-20,Allahabad,UP04,Area 3,229578,"73, Bazaar Road, Area 3, Allahabad, 229578",Pending,,High
7954,Electricity Issue,Billing Issue,"In Bareilly, we have constant voltage fluctuations. My refrigerator and TV got damaged due to this, and no one from the electricity board is responding to our complaints. This problem has been ongoing for months with no proper solution.",2018-12-13,2019-03-15,Bareilly,UP08,Area 1,209669,"111, Colony Road, Area 1, Bareilly, 209669",Resolved,59.0,Medium
7955,Public Transport,Irregular Metro Services,"Public buses in Muzaffarnagar are always overcrowded. As a woman, I feel unsafe traveling during peak hours. Why can’t there be more frequent buses? We demand an immediate resolution before things get worse.",2014-10-01,2014-10-18,Muzaffarnagar,UP19,Area 1,206669,"47, Colony Road, Area 1, Muzaffarnagar, 206669",Pending,,High
7956,Corruption,Bribery,"I had to pay a bribe of ₹2000 to get my land documents processed in Muzaffarnagar. Why should honest citizens have to pay extra just to get their rights? Even after assurances from the authorities, nothing has changed.",2020-08-27,2020-10-23,Muzaffarnagar,UP19,Area 1,255824,"150, Main Street, Area 1, Muzaffarnagar, 255824",Pending,,Low
7957,Road Maintenance,Unfinished Roadwork,"The main road connecting our village to Noida city is completely broken. Ambulances struggle to reach patients, and we have no other alternative route. The local authorities visited once but didn't resolve the issue.",2018-04-06,2018-04-20,Noida,UP10,Area 5,279902,"73, Bazaar Road, Area 5, Noida, 279902",Resolved,33.0,Medium
7958,Water Supply,Pipeline Leakage,"I am a resident of Aligarh, and the tap water here is yellowish and smells awful. My children have fallen sick multiple times due to this contamination. We demand an immediate resolution before things get worse.",2020-04-25,2020-10-07,Aligarh,UP12,Area 5,231340,"31, Colony Road, Area 5, Aligarh, 231340",In Progress,,High
7959,Road Maintenance,Road Safety Issues,"I commute daily in Aligarh, and the potholes are so huge that riding a bike is risky. My friend met with an accident last week due to this! The local authorities visited once but didn't resolve the issue.",2022-01-27,2022-03-30,Aligarh,UP12,Area 1,299905,"165, Colony Road, Area 1, Aligarh, 299905",Pending,,Low
7960,Crime,Theft,"There have been multiple thefts in our colony in Ghaziabad in the last month. People are scared, and yet there is no police patrolling. Even after assurances from the authorities, nothing has changed.",2020-06-04,2020-08-07,Ghaziabad,UP11,Area 1,241273,"132, Colony Road, Area 1, Ghaziabad, 241273",Resolved,51.0,Low
7961,Electricity Issue,Meter Fault,"I live in Meerut, and the power cuts here are unbearable! We barely get electricity for 6-7 hours a day. How are students supposed to study or people supposed to work from home? The local authorities visited once but didn't resolve the issue.",2017-11-06,2017-11-09,Meerut,UP07,Area 5,213841,"193, Colony Road, Area 5, Meerut, 213841",Resolved,51.0,Low
7962,Road Maintenance,Potholes,"As a taxi driver in Lucknow, my car’s suspension is completely damaged due to these bad roads. I’ve already spent thousands on repairs, but the roads are still the same. The situation is worsening each day, and we need urgent help.",2023-03-21,2023-07-14,Lucknow,UP01,Area 5,257058,"7, Colony Road, Area 5, Lucknow, 257058",Pending,,Medium
7963,Electricity Issue,Power Outage,"As a shop owner in Basti, my business is suffering due to frequent power cuts. The inverters don’t last this long, and customers are leaving frustrated. The local authorities visited once but didn't resolve the issue.",2023-05-26,2023-08-07,Basti,UP20,Area 2,213020,"147, Main Street, Area 2, Basti, 213020",In Progress,,High
7964,Crime,Robbery,"Chain snatching is increasing in Kanpur. My mother was robbed in broad daylight outside a crowded market! The police took the complaint but haven't taken any action. The local news channel even covered this issue, yet no action.",2021-01-02,2021-06-28,Kanpur,UP02,Area 1,252623,"68, Bazaar Road, Area 1, Kanpur, 252623",In Progress,,High
7965,Public Transport,Overcrowded Buses,"Public buses in Varanasi are always overcrowded. As a woman, I feel unsafe traveling during peak hours. Why can’t there be more frequent buses? The local authorities visited once but didn't resolve the issue.",2018-08-19,2018-09-29,Varanasi,UP03,Area 5,250091,"16, Main Street, Area 5, Varanasi, 250091",Pending,,High
7966,Road Maintenance,Unfinished Roadwork,"The main road connecting our village to Basti city is completely broken. Ambulances struggle to reach patients, and we have no other alternative route. We demand an immediate resolution before things get worse.",2024-05-21,2024-08-19,Basti,UP20,Area 1,243475,"110, Bazaar Road, Area 1, Basti, 243475",Resolved,58.0,Medium
7967,Public Transport,Irregular Metro Services,"As a college student in Moradabad, I struggle daily because of irregular metro services. We are forced to take expensive auto-rickshaws instead. The local authorities visited once but didn't resolve the issue.",2018-11-23,2019-03-01,Moradabad,UP13,Area 4,287782,"116, Colony Road, Area 4, Moradabad, 287782",Pending,,Low
7968,Public Transport,Overcrowded Buses,I missed an important job interview because the bus from Mathura to the city was canceled last minute. We need better transport reliability! Children and elderly people are severely affected due to this issue.,2015-10-29,2016-03-21,Mathura,UP17,Area 3,265526,"95, Main Street, Area 3, Mathura, 265526",Resolved,31.0,Low
7969,Crime,Robbery,"There have been multiple thefts in our colony in Kanpur in the last month. People are scared, and yet there is no police patrolling. Despite multiple complaints, no action has been taken.",2015-04-22,2015-10-05,Kanpur,UP02,Area 4,235907,"165, Main Street, Area 4, Kanpur, 235907",Resolved,52.0,High
7970,Water Supply,Pipeline Leakage,We haven't had running water in Kanpur for the past three days! We are forced to buy water from private tankers at a high cost. Why is no action being taken? The local authorities visited once but didn't resolve the issue.,2017-03-30,2017-09-17,Kanpur,UP02,Area 3,296213,"160, Colony Road, Area 3, Kanpur, 296213",In Progress,,Low
7971,Water Supply,Low Pressure,"In Saharanpur, water supply is irregular. Sometimes we get water at midnight, sometimes not at all. People are waking up at odd hours just to fill buckets. Despite multiple complaints, no action has been taken.",2020-01-13,2020-05-07,Saharanpur,UP16,Area 4,285389,"99, Bazaar Road, Area 4, Saharanpur, 285389",Pending,,Medium
7972,Public Transport,Irregular Metro Services,"As a college student in Noida, I struggle daily because of irregular metro services. We are forced to take expensive auto-rickshaws instead. Children and elderly people are severely affected due to this issue.",2014-02-14,2014-05-25,Noida,UP10,Area 3,223257,"63, Main Street, Area 3, Noida, 223257",Pending,,High
7973,Electricity Issue,Billing Issue,"In Noida, we have constant voltage fluctuations. My refrigerator and TV got damaged due to this, and no one from the electricity board is responding to our complaints. Children and elderly people are severely affected due to this issue.",2019-02-25,2019-07-19,Noida,UP10,Area 4,222365,"99, Bazaar Road, Area 4, Noida, 222365",Resolved,5.0,Medium
7974,Electricity Issue,Power Outage,"In Rampur, we have constant voltage fluctuations. My refrigerator and TV got damaged due to this, and no one from the electricity board is responding to our complaints. The local authorities visited once but didn't resolve the issue.",2024-03-31,2024-07-18,Rampur,UP18,Area 1,228153,"177, Bazaar Road, Area 1, Rampur, 228153",Resolved,15.0,High
7975,Public Transport,Overcrowded Buses,"Public buses in Agra are always overcrowded. As a woman, I feel unsafe traveling during peak hours. Why can’t there be more frequent buses? The local authorities visited once but didn't resolve the issue.",2016-07-21,2016-11-17,Agra,UP06,Area 4,235590,"10, Colony Road, Area 4, Agra, 235590",In Progress,,High
7976,Public Transport,Poor Bus Condition,"As a college student in Varanasi, I struggle daily because of irregular metro services. We are forced to take expensive auto-rickshaws instead. Even after assurances from the authorities, nothing has changed.",2019-09-06,2019-12-26,Varanasi,UP03,Area 1,290320,"141, Colony Road, Area 1, Varanasi, 290320",In Progress,,Medium
7977,Electricity Issue,Meter Fault,"In Gorakhpur, we have constant voltage fluctuations. My refrigerator and TV got damaged due to this, and no one from the electricity board is responding to our complaints. Children and elderly people are severely affected due to this issue.",2016-08-15,2017-02-09,Gorakhpur,UP05,Area 5,201135,"41, Bazaar Road, Area 5, Gorakhpur, 201135",Pending,,High
7978,Crime,Robbery,"Cyber fraud is rampant in Rampur. My uncle lost ₹50,000 to an online scam, and the authorities are not doing enough to track these criminals. Despite multiple complaints, no action has been taken.",2015-06-04,2015-09-29,Rampur,UP18,Area 2,241572,"51, Colony Road, Area 2, Rampur, 241572",Resolved,13.0,Low
7979,Road Maintenance,Potholes,"As a taxi driver in Rampur, my car’s suspension is completely damaged due to these bad roads. I’ve already spent thousands on repairs, but the roads are still the same. Even after assurances from the authorities, nothing has changed.",2021-11-29,2021-12-23,Rampur,UP18,Area 2,240967,"177, Colony Road, Area 2, Rampur, 240967",Pending,,Medium
7980,Corruption,Fraud in Public Distribution,"I had to pay a bribe of ₹2000 to get my land documents processed in Noida. Why should honest citizens have to pay extra just to get their rights? Even after assurances from the authorities, nothing has changed.",2018-10-04,2019-01-01,Noida,UP10,Area 2,280967,"114, Main Street, Area 2, Noida, 280967",In Progress,,Low
7981,Public Transport,Overcrowded Buses,I missed an important job interview because the bus from Meerut to the city was canceled last minute. We need better transport reliability! Other residents in my locality are also facing similar issues.,2021-08-08,2021-11-11,Meerut,UP07,Area 2,241706,"28, Main Street, Area 2, Meerut, 241706",In Progress,,Medium
7982,Crime,Chain Snatching,"There have been multiple thefts in our colony in Muzaffarnagar in the last month. People are scared, and yet there is no police patrolling. The situation is worsening each day, and we need urgent help.",2019-09-18,2019-11-26,Muzaffarnagar,UP19,Area 5,290120,"4, Main Street, Area 5, Muzaffarnagar, 290120",In Progress,,Medium
7983,Water Supply,Contaminated Water,We haven't had running water in Saharanpur for the past three days! We are forced to buy water from private tankers at a high cost. Why is no action being taken? Children and elderly people are severely affected due to this issue.,2022-03-01,2022-04-27,Saharanpur,UP16,Area 2,231825,"69, Main Street, Area 2, Saharanpur, 231825",Pending,,High
7984,Public Transport,Fare Overcharging,"Public buses in Jhansi are always overcrowded. As a woman, I feel unsafe traveling during peak hours. Why can’t there be more frequent buses? The local news channel even covered this issue, yet no action.",2020-05-11,2020-09-24,Jhansi,UP09,Area 4,252922,"151, Colony Road, Area 4, Jhansi, 252922",Resolved,45.0,High
7985,Electricity Issue,Power Outage,"As a shop owner in Basti, my business is suffering due to frequent power cuts. The inverters don’t last this long, and customers are leaving frustrated. This problem has been ongoing for months with no proper solution.",2022-01-18,2022-04-15,Basti,UP20,Area 4,273289,"38, Main Street, Area 4, Basti, 273289",In Progress,,Low
7986,Crime,Cyber Crime,"Cyber fraud is rampant in Agra. My uncle lost ₹50,000 to an online scam, and the authorities are not doing enough to track these criminals. Despite multiple complaints, no action has been taken.",2024-02-25,2024-06-23,Agra,UP06,Area 5,273358,"196, Colony Road, Area 5, Agra, 273358",Resolved,42.0,Medium
7987,Crime,Cyber Crime,"Cyber fraud is rampant in Kanpur. My uncle lost ₹50,000 to an online scam, and the authorities are not doing enough to track these criminals. The local news channel even covered this issue, yet no action.",2014-04-02,2014-08-20,Kanpur,UP02,Area 2,268328,"77, Main Street, Area 2, Kanpur, 268328",Pending,,Low
7988,Public Transport,Fare Overcharging,"Public buses in Basti are always overcrowded. As a woman, I feel unsafe traveling during peak hours. Why can’t there be more frequent buses? The local authorities visited once but didn't resolve the issue.",2023-08-23,2024-02-02,Basti,UP20,Area 3,297171,"199, Main Street, Area 3, Basti, 297171",Pending,,Low
7989,Corruption,Land Registration Scam,"In Varanasi, government ration shops are engaging in fraud. Despite my eligibility, I am denied food grains unless I ‘tip’ the shopkeeper. Children and elderly people are severely affected due to this issue.",2016-10-19,2017-03-03,Varanasi,UP03,Area 2,225244,"94, Colony Road, Area 2, Varanasi, 225244",Resolved,3.0,High
7990,Crime,Chain Snatching,"There have been multiple thefts in our colony in Rampur in the last month. People are scared, and yet there is no police patrolling. The situation is worsening each day, and we need urgent help.",2015-06-01,2015-07-06,Rampur,UP18,Area 1,211041,"39, Main Street, Area 1, Rampur, 211041",In Progress,,Medium
7991,Electricity Issue,Billing Issue,"As a shop owner in Jhansi, my business is suffering due to frequent power cuts. The inverters don’t last this long, and customers are leaving frustrated. People have started protesting due to this persistent problem.",2021-12-23,2022-01-06,Jhansi,UP09,Area 1,272014,"196, Colony Road, Area 1, Jhansi, 272014",Resolved,6.0,Medium
7992,Water Supply,Contaminated Water,"We haven't had running water in Rampur for the past three days! We are forced to buy water from private tankers at a high cost. Why is no action being taken? Even after assurances from the authorities, nothing has changed.",2016-06-05,2016-10-30,Rampur,UP18,Area 4,252179,"131, Colony Road, Area 4, Rampur, 252179",Resolved,42.0,Medium
7993,Corruption,Bribery,"I had to pay a bribe of ₹2000 to get my land documents processed in Mathura. Why should honest citizens have to pay extra just to get their rights? The local news channel even covered this issue, yet no action.",2024-09-29,2025-01-01,Mathura,UP17,Area 5,223116,"89, Colony Road, Area 5, Mathura, 223116",Pending,,High
7994,Crime,Cyber Crime,"Cyber fraud is rampant in Basti. My uncle lost ₹50,000 to an online scam, and the authorities are not doing enough to track these criminals. The situation is worsening each day, and we need urgent help.",2017-02-10,2017-04-02,Basti,UP20,Area 2,221670,"172, Bazaar Road, Area 2, Basti, 221670",Resolved,18.0,Low
7995,Crime,Robbery,"Chain snatching is increasing in Aligarh. My mother was robbed in broad daylight outside a crowded market! The police took the complaint but haven't taken any action. The situation is worsening each day, and we need urgent help.",2023-06-23,2023-07-25,Aligarh,UP12,Area 3,263976,"170, Colony Road, Area 3, Aligarh, 263976",Pending,,High
7996,Water Supply,Low Pressure,"I am a resident of Lucknow, and the tap water here is yellowish and smells awful. My children have fallen sick multiple times due to this contamination. Other residents in my locality are also facing similar issues.",2018-01-07,2018-02-05,Lucknow,UP01,Area 2,241084,"39, Bazaar Road, Area 2, Lucknow, 241084",In Progress,,Low
7997,Water Supply,Pipeline Leakage,"I am a resident of Mathura, and the tap water here is yellowish and smells awful. My children have fallen sick multiple times due to this contamination. The local news channel even covered this issue, yet no action.",2015-04-20,2015-08-02,Mathura,UP17,Area 3,210778,"83, Main Street, Area 3, Mathura, 210778",Resolved,1.0,High
7998,Road Maintenance,Potholes,"As a taxi driver in Jhansi, my car’s suspension is completely damaged due to these bad roads. I’ve already spent thousands on repairs, but the roads are still the same. Children and elderly people are severely affected due to this issue.",2018-03-06,2018-03-07,Jhansi,UP09,Area 4,218891,"79, Colony Road, Area 4, Jhansi, 218891",Pending,,High
7999,Corruption,Bribery,"In Agra, government ration shops are engaging in fraud. Despite my eligibility, I am denied food grains unless I ‘tip’ the shopkeeper. Children and elderly people are severely affected due to this issue.",2020-11-16,2020-12-10,Agra,UP06,Area 4,275564,"185, Colony Road, Area 4, Agra, 275564",Pending,,Low
8000,Crime,Robbery,"There have been multiple thefts in our colony in Lucknow in the last month. People are scared, and yet there is no police patrolling. The local news channel even covered this issue, yet no action.",2019-04-24,2019-06-06,Lucknow,UP01,Area 3,238089,"1, Colony Road, Area 3, Lucknow, 238089",Pending,,Medium
8001,Electricity Issue,Power Outage,"As a shop owner in Jhansi, my business is suffering due to frequent power cuts. The inverters don’t last this long, and customers are leaving frustrated. Other residents in my locality are also facing similar issues.",2020-09-10,2020-11-18,Jhansi,UP09,Area 5,241360,"126, Colony Road, Area 5, Jhansi, 241360",Resolved,8.0,Low
